order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-104999,2026-06-09,North,Chandigarh,Bluetooth Speaker Mini,Electronics,4,1565,,CUST-92996,App
UK-2026-101835,2026-03-07,East,Patna,Non-Stick Cookware Set,Home & Kitchen,1,2880,2880,CUST-62250,App
UK-2026-103635,2026-05-19,North,Gurugram,Mirrorless Camera Lite,Electronics,1,30149,30149,CUST-38354,Marketplace
UK-2026-103853,2026-05-09,West,Mumbai,Modern Wall Clock,Home & Kitchen,2,828,1656,CUST-92000,App
UK-2026-102732,2026-04-19,South,Kochi,Silk Saree,Fashion,4,3495,13980,CUST-97994,Website
UK-2026-100785,2026-02-22,North,Delhi,Gym Gloves,Sports,1,478,478,CUST-49545,App
UK-2026-104121,2026-06-07,West,Surat,43-inch Smart TV,Electronics,1,25485,25485,CUST-35981,Marketplace
UK-2026-104067,2026-06-27,Central,Raipur,Formal Shirt,Fashion,,1125,3375,CUST-86433,Marketplace
UK-2026-101499,2026-03-27,South,kochi,Slim Fit Jeans,Fashion,2,1576,3152,CUST-12513,Website
UK-2026-100025,"Jan 20, 2026",Central,Nagpur,Robot Vacuum R7,Home & Kitchen,1,19413,19413,CUST-64447,App
UK-2026-104818,2026-06-21,Central,Raipur,Mixer Grinder 750W,Home & Kitchen,,3416,3416,CUST-75822,App
UK-2026-100203,2026-01-04,North,Chandigarh,Air Fryer 5L,Home & Kitchen,2,5628,11256,CUST-75121,Marketplace
UK-2026-103355,2026-05-19,East,Patna,Dinner Set 24pc,Home & Kitchen,1,2375,2375,CUST-47267,Marketplace
UK-2026-102201,2026-03-12,West,Pune,Wireless Earbuds Pro,Electronics,1,2876,2876,CUST-61063,App
UK-2026-100495,2026-01-09,Central,Bhopal,Denim Jacket   ,Fashion,1,2175,2175,CUST-56219,Website
UK-2026-101725,2026-03-28,West,Ahmedabad,Sunscreen SPF50,Beauty,1,557,557,CUST-29917,Website
UK-2026-103060,2026-04-29,North,Noida,Dinner Set 24pc,Home & Kitchen,1,2505,2505,CUST-44124,Marketplace
UK-2026-102156,2026-03-28,Central,Indore,Mirrorless Camera Lite,Electronics,1,28285,28285,CUST-36144,Marketplace
UK-2026-102981,2026-04-09,West,Ahmedabad,Noise-Cancelling Headphones,Electronics,1,8811,8811,CUST-34962,Marketplace
UK-2026-100355,2026-01-07,West,Mumbai,Eau de Parfum 100ml,Beauty,1,2003,2003,CUST-58730,App
UK-2026-101070,2026-02-16,East,Guwahati,Cotton Kurta Set,Fashion,1,1303,1303,CUST-93317,App
UK-2026-100443,2026-01-17,North,Noida,Gym Gloves,Sports,2,502,1004,CUST-68172,App
UK-2026-100672,2026-01-29,West,Surat,Gym Gloves,Sports,1,512,512,CUST-15561,Website
UK-2026-100105,2026-01-27,South,Chennai,Silk Saree,Fashion,1,3477,3477,CUST-81364,Website
UK-2026-104597,2026-06-23,Central,Raipur,Slim Fit Jeans,Fashion,1,1547,1547,CUST-96319,Website
UK-2026-101073,2026-02-24,South,Hyderabad,Denim Jacket,Fashion,3,2185,"6,555.00",CUST-32822,App
UK-2026-100071,2026-01-31,North,Noida,Slim Fit Jeans,Fashion,4,1620,6480,CUST-18404,App
UK-2026-102526,2026-04-28,West,Surat,Beard Grooming Kit,Beauty,1,1014,"1,014.00",CUST-49689,App
UK-2026-101132,2026-02-18,West,Pune,Dinner Set 24pc,Home & Kitchen,1,2399,2399,CUST-84270,Website
UK-2026-102685,2026-04-08,North,Gurugram,Noise-Cancelling Headphones,Electronics,1,9202,9202,CUST-12188,Marketplace
UK-2026-100220,2026-01-11,North,Chandigarh,Formal Shirt   ,Fashion,1,1124,1124,CUST-60388,App
UK-2026-101446,2026-02-05,South,Bengaluru,Yoga Mat Pro,Sports,2,1235,2470,CUST-92298,Marketplace
UK-2026-103389,2026-05-30,Central,Indore,Yoga Mat Pro,Sports,1,1216,1216,CUST-47897,Marketplace
UK-2026-101103,2026-02-21,East,Patna,Cotton Kurta Set,Fashion,1,1303,1303,CUST-76813,Website
UK-2026-102627,2026-04-14,South,Kochi,Robot Vacuum R7,Home & Kitchen,-2,19788,19788,CUST-18884,App
UK-2026-102692,2026-04-08,South,Chennai,Cotton Kurta Set,Fashion,2,1305,2610,CUST-69073,App
UK-2026-101706,2026-03-18,South,Chennai,Modern Wall Clock,Home & Kitchen,3,766,2298,CUST-13632,App
UK-2026-102481,2026-04-06,South,Chennai,Noise-Cancelling Headphones,Electronics,1,9371,9371,CUST-33388,App
UK-2026-101484,2026-03-12,South,Bengaluru,Bluetooth Speaker Mini,Electronics,0,1543,1543,CUST-98477,Marketplace
UK-2026-100881,2026-02-04,North,Chandigarh,Wireless Earbuds Pro,Electronics,3,2929,8787,CUST-24641,App
UK-2026-103099,2026-05-14,West,Ahmedabad,Cotton Bedsheet Set,Home & Kitchen,1,1348,,CUST-78448,App
UK-2026-104559,2026-06-20,North,Noida,Eau de Parfum 100ml,Beauty,2,2055,4110,CUST-17436,Marketplace
UK-2026-103394,2026-05-20,East,Bhubaneswar,Mixer Grinder 750W,Home & Kitchen,1,3277,3277,CUST-39128,Marketplace
UK-2026-101938,2026-03-28,North,Noida,Face Wash Combo,Beauty,1,442,442,CUST-64325,App
UK-2026-102132,2026-03-05,North,Chandigarh,Running Sneakers,Fashion,1,2776,2776,CUST-92542,App
UK-2026-104234,2026-06-08,West,Mumbai,Slim Fit Jeans,Fashion,2,1619,3238,CUST-20001,Website
UK-2026-103972,2026-05-30,East,Bhubaneswar,Football Size 5,Sports,1,900,900,CUST-94583,Website
UK-2026-103059,2026-04-16,West,Ahmedabad,Beard Grooming Kit,Beauty,1,995,995,CUST-20025,App
UK-2026-101466,2026-03-05,East,Patna,Yoga Mat Pro,Sports,2,1244,2488,CUST-10162,App
UK-2026-104336,2026-06-08,East,Kolkata,Badminton Racket Set,Sports,2,2466,4932,CUST-88923,App
UK-2026-101880,2026-03-08,North,Noida,Ultrabook Air 14,Electronics,1,31363,31363,CUST-23595,Website
UK-2026-103361,2026-05-30,South,Chennai,Beard Grooming Kit,Beauty,1,1004,1004,CUST-18404,Website
UK-2026-100358,2026-01-28,West,Mumbai,Football Size 5,Sports,1,855,855,CUST-16124,Website
UK-2026-100637,2026-01-16,East,Guwahati,Matte Lipstick Set,Beauty,1,895,895,CUST-71915,Marketplace
UK-2026-101182,2026-02-08,West,Surat,Silk Saree,Fashion,1,3449,3449,CUST-24123,App
UK-2026-102127,"Mar 19, 2026",North,Noida,Power Bank 20000mAh,Electronics,1,1714,1714,CUST-20378,Marketplace
UK-2026-103645,2026-05-24,North,Noida,Bluetooth Speaker Mini,Electronics,1,1536,1536,CUST-59175,Marketplace
UK-2026-104226,2026-06-02,East,Guwahati,Beard Grooming Kit,Beauty,1,956,956,CUST-44198,App
UK-2026-104280,2026-06-02,West,Pune,Gym Gloves,Sports,1,503,503,CUST-71543,Website
UK-2026-102257,2026-04-12,North,Chandigarh,Vitamin C Serum,Beauty,1,720,720,CUST-91925,App
UK-2026-103506,2026-05-08,East,Kolkata,Cotton Bedsheet Set,Home & Kitchen,1,1453,1453,CUST-69366,Website
UK-2026-104756,2026-06-07,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1337,1337,CUST-99879,Website
UK-2026-103064,2026-04-14,West,Surat,Face Wash Combo,Beauty,1,445,445,CUST-32249,Marketplace
UK-2026-103165,2026-05-02,West,Surat,Leather Wallet,Fashion,2,890,1780,CUST-76662,Website
UK-2026-104022,2026-06-20,West,Mumbai,Modern Wall Clock,Home & Kitchen,1,778,778,CUST-12345,Marketplace
UK-2026-102059,2026-03-12,West,Surat,Makeup Brush Set,Beauty,2,1276,2552,CUST-42271,App
UK-2026-101511,2026-03-03,South,Kochi,Cricket Bat English Willow,Sports,2,9049,18098,CUST-61836,Website
UK-2026-103095,2026-05-13,South,Kochi,Face Wash Combo,Beauty,1,447,447,CUST-45888,Website
UK-2026-103073,2026-04-25,South,Kochi,Mixer Grinder 750W,Home & Kitchen,4,3160,12640,CUST-56045,Marketplace
UK-2026-102438,2026-04-15,North,Noida,Formal Shirt,Fashion,1,1106,1106,CUST-68906,Website
UK-2026-101589,2026-03-11,South,Hyderabad,Yoga Mat Pro,Sports,1,1144,1144,CUST-21107,App
UK-2026-100643,2026-01-23,South,Chennai,Running Sneakers,Fashion,1,2683,2683,CUST-73872,App
UK-2026-100272,2026-01-24,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,3105,3105,CUST-24120,Marketplace
UK-2026-101502,2026-03-03,West,Ahmedabad,Cycling Helmet,Sports,1,1608,1608,CUST-77865,Marketplace
UK-2026-103595,2026-05-27,Central,Indore,Running Sneakers,Fashion,2,2779,5558,CUST-50889,App
UK-2026-101503,2026-03-11,West,Mumbai,Foldable Treadmill T2,Sports,1,23783,23783,CUST-75174,App
UK-2026-100366,2026-01-26,Central,Nagpur,Matte Lipstick Set,Beauty,1,921,921,CUST-38452,App
UK-2026-102763,2026-04-10,West,Ahmedabad,Matte Lipstick Set,Beauty,1,875,875,CUST-17468,App
UK-2026-101501,2026-03-17,South,Bengaluru,Foldable Treadmill T2,Sports,1,24474,24474,CUST-20731,App
UK-2026-103116,2026-05-13,South,Hyderabad,Ultrabook Air 14,Electronics,1,30774,30774,CUST-48323,Website
UK-2026-103336,2026-05-27,North,Chandigarh,Cotton Bedsheet Set,Home & Kitchen,2,1460,2920,CUST-51981,Marketplace
UK-2026-101013,2026-02-19,South,Hyderabad,Ethnic Dupatta,Fashion,1,507,507,CUST-88289,Marketplace
UK-2026-101998,2026-03-06,North,Gurugram,Modern Wall Clock,Home & Kitchen,2,812,1624,CUST-34592,App
UK-2026-103115,2026-05-05,North,Chandigarh,Silk Saree,Fashion,1,3553,3553,CUST-83915,Website
UK-2026-103501,2026-05-10,West,Pune,Power Bank 20000mAh,Electronics,1,1811,1811,CUST-21081,Marketplace
UK-2026-103798,2026-05-01,South,Cochin,Ultrabook Air 14,Electronics,2,30518,61036,CUST-24277,App
UK-2026-101893,2026-03-16,South,Chennai,Robot Vacuum R7,Home & Kitchen,1,18184,18184,CUST-11520,Website
UK-2026-104452,2026-06-02,South,Kochi,Noise-Cancelling Headphones,Electronics,2,8971,17942,CUST-53650,Marketplace
UK-2026-102840,2026-04-29,Central,Indore,Noise-Cancelling Headphones,Electronics,2,8720,17440,CUST-95071,App
UK-2026-104888,2026-06-12,North,Delhi,Formal Shirt,Fashion,2,1059,2118,CUST-58304,Marketplace
UK-2026-100540,2026-01-10,West,Pune,Smart Watch X2,Electronics,1,4708,4708,CUST-64432,Marketplace
UK-2026-103669,02/05/2026,North,Delhi,Ultrabook Air 14,Electronics,2,31095,62190,CUST-99326,Website
UK-2026-100353,26/01/2026,North,Delhi,Mirrorless Camera Lite,Electronics,1,28150,28150,CUST-87570,App
UK-2026-102327,2026-04-08,East,Guwahati,Ethnic Dupatta,Fashion,1,489,489,CUST-20081,App
UK-2026-104650,2026-06-12,West,Mumbai,Noise-Cancelling Headphones,Electronics,3,8709,26127,CUST-33128,App
UK-2026-103995,2026-05-19,East,Bhubaneswar,Running Sneakers,Fashion,1,2851,2851,CUST-54160,App
UK-2026-100347,2026-01-08,South,Kochi,Power Bank 20000mAh,Electronics,1,1722,1722,CUST-54687,App
UK-2026-104077,2026-06-18,West,Ahmedabad,Silk Saree,Fashion,2,3408,6816,CUST-70613,App
UK-2026-104636,2026-06-16,East,Guwahati,Makeup Brush Set,Beauty,1,1288,1288,CUST-50858,App
UK-2026-104972,2026-06-12,West,Ahmedabad,Denim Jacket,Fashion,1,2283,2283,CUST-52618,App
UK-2026-101077,2026-02-04,North,Delhi,Cotton Bedsheet Set,Home & Kitchen,1,1352,1352,CUST-28164,Website
UK-2026-101480,2026-03-15,North,Chandigarh,Air Fryer 5L,Home & Kitchen,,5395,5395,CUST-93927,Website
UK-2026-101166,2026-02-17,East,Patna,Air Fryer 5L,Home & Kitchen,1,5617,5617,CUST-52048,App
UK-2026-100020,2026-01-30,East,Kolkata,Mirrorless Camera Lite,Electronics,1,29283,29283,CUST-84727,App
UK-2026-100242,2026-01-09,South,Cochin,Foldable Treadmill T2,Sports,1,25989,25989,CUST-28054,Website
UK-2026-103050,2026-04-16,East,Guwahati,Modern Wall Clock,Home & Kitchen,1,817,817,CUST-63691,App
UK-2026-102877,2026-04-28,North,Gurgaon,Air Fryer 5L,Home & Kitchen,1,5572,5572,CUST-58918,Marketplace
UK-2026-101966,2026-03-07,South,Hyderabad,Leather Wallet,Fashion,2,867,1734,CUST-74336,App
UK-2026-103728,2026-05-30,North,Gurugram,Noise-Cancelling Headphones,Electronics,2,9206,18412,CUST-18843,Website
UK-2026-101088,2026-02-19,South,Hyderabad,Cotton Kurta Set,Fashion,1,1300,1300,CUST-15726,App
UK-2026-103200,2026-05-14,North,Noida,Beard Grooming Kit,Beauty,1,951,951,CUST-43217,App
UK-2026-100878,2026-02-20,East,Patna,Ultrabook Air 14,Electronics,1,30202,30202,CUST-18252,Website
UK-2026-101281,2026-02-17,,Patna,Mixer Grinder 750W,Home & Kitchen,1,3323,3323,CUST-56250,Website
UK-2026-104330,2026-06-01,West,Ahmedabad,Adjustable Dumbbells 15kg,Sports,1,5074,5074,CUST-54399,Website
UK-2026-103096,2026-05-13,North,Gurugram,Power Bank 20000mAh,Electronics,2,1799,3598,CUST-75066,App
UK-2026-100331,2026-01-23,North,Chandigarh,Power Bank 20000mAh,Electronics,2,1828,3656,CUST-65160,App
UK-2026-101112,2026-02-13,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,1,3411,3411,CUST-18773,App
UK-2026-102503,2026-04-03,South,Chennai,Ethnic Dupatta,Fashion,1,480,480,CUST-18100,App
UK-2026-101135,2026-02-06,South,Bengaluru,Modern Wall Clock,Home & Kitchen,1,789,789,CUST-23533,Marketplace
UK-2026-100068,2026-01-08,West,Mumbai,Cotton Kurta Set,Fashion,1,1272,1272,CUST-42339,Website
UK-2026-102870,2026-04-07,South,Kochi,Makeup Brush Set,Beauty,4,1237,4948,CUST-33303,App
UK-2026-100710,2026-01-20,West,Ahmedabad,Noise-Cancelling Headphones,Electronics,1,9065,9065,CUST-65875,App
UK-2026-102440,2026-04-23,South,Hyderabad,Matte Lipstick Set,Beauty,1,913,913,CUST-62642,App
UK-2026-100482,2026-01-29,West,Pune,Silk Saree,Fashion,1,3432,3432,CUST-74129,App
UK-2026-102223,2026-03-27,East,Bhubaneswar,Bluetooth Speaker Mini,Electronics,1,1439,1439,CUST-54460,App
UK-2026-103057,2026-04-06,West,Surat,Bluetooth Speaker Mini,Electronics,1,1530,1530,CUST-98957,Marketplace
UK-2026-100921,2026-02-17,East,Guwahati,Power Bank 20000mAh,Electronics,1,1860,1860,CUST-55899,Marketplace
UK-2026-102821,2026-04-05,North,Chandigarh,Leather Wallet,Fashion,1,929,929,CUST-30933,App
UK-2026-102591,2026-04-28,,Surat,Ultrabook Air 14,Electronics,2,29919,59838,CUST-23745,Website
UK-2026-100930,2026-02-02,South,Bengaluru,Robot Vacuum R7,Home & Kitchen,1,18588,18588,CUST-54399,Website
UK-2026-102781,"Apr 8, 2026",North,Noida,Mirrorless Camera Lite,Electronics,1,30410,30410,CUST-10439,App
UK-2026-103010,2026-04-13,East,Bhubaneswar,Matte Lipstick Set,Beauty,1,909,909,CUST-64933,App
UK-2026-101363,2026-02-02,East,Guwahati,Ethnic Dupatta,Fashion,1,481,481,CUST-97209,Website
UK-2026-101420,2026-02-16,North,Chandigarh,Ethnic Dupatta,Fashion,-2,492,492,CUST-43427,Website
UK-2026-101171,2026-02-19,West,Mumbai,Cotton Kurta Set,Fashion,1,1350,1350,CUST-15990,Website
UK-2026-103581,2026-05-17,South,Bengaluru,Football Size 5,Sports,1,895,895,CUST-78893,Marketplace
UK-2026-101654,2026-03-17,East,Bhubaneswar,Matte Lipstick Set,Beauty,3,944,2832,CUST-12706,App
UK-2026-103499,2026-05-19,North,Noida,43-inch Smart TV,Electronics,3,26726,80178,CUST-64581,Website
UK-2026-101715,2026-03-10,Central,Nagpur,Denim Jacket,Fashion,3,2236,6708,CUST-30382,App
UK-2026-102436,2026-04-27,North,Gurugram,Dinner Set 24pc,Home & Kitchen,2,2523,5046,CUST-19615,Website
UK-2026-104092,2026-06-02,North,Chandigarh,Yoga Mat Pro,Sports,2,1189,2378,CUST-13949,Marketplace
UK-2026-104473,2026-06-13,North,Noida,Cotton Kurta Set,Fashion,1,1332,1332,CUST-65160,Website
UK-2026-104002,2026-05-31,North,Noida,Gym Gloves,Sports,1,497,497,CUST-78379,Website
UK-2026-103917,2026-05-14,East,Kolkata,Mirrorless Camera Lite,Electronics,1,29295,29295,CUST-66444,App
UK-2026-104094,2026-06-09,South,Kochi,Mixer Grinder 750W,Home & Kitchen,3,3231,9693,CUST-46396,Website
UK-2026-100453,2026-01-12,Central,Indore,Ultrabook Air 14,Electronics,2,29030,58060,CUST-67660,Marketplace
UK-2026-102967,2026-04-06,North,Delhi,Bluetooth Speaker Mini,Electronics,1,1450,1450,CUST-62632,App
UK-2026-101503,2026-03-11,West,Mumbai,Foldable Treadmill T2,Sports,1,23783,23783,CUST-75174,App
UK-2026-102120,2026-03-06,East,Kolkata,Robot Vacuum R7,Home & Kitchen,1,18299,18299,CUST-24120,Website
UK-2026-104973,2026-06-16,East,Bhubaneswar,Silk Saree,Fashion,1,3570,"3,570.00",CUST-17111,App
UK-2026-100856,2026-02-24,South,Hyderabad,Formal Shirt,Fashion,1,1150,1150,CUST-58918,App
UK-2026-103395,2026-05-10,South,Kochi,Cotton Kurta Set,Fashion,1,1350,1350,CUST-52317,App
UK-2026-100858,2026-02-14,South,Kochi,Eau de Parfum 100ml,Beauty,2,2026,4052,CUST-25970,Website
UK-2026-100164,2026-01-27,North,New Delhi,Matte Lipstick Set,Beauty,1,877,877,CUST-95056,App
UK-2026-103168,2026-05-22,North,Noida,Smart Watch X2,Electronics,1,4343,4343,CUST-13804,App
UK-2026-100412,2026-01-22,South,Bengaluru,Ionic Hair Dryer,Beauty,1,1901,1901,CUST-61618,Website
UK-2026-104215,2026-06-29,East,Guwahati,Cricket Bat English Willow,Sports,2,8644,17288,CUST-77241,Website
UK-2026-104876,2026-06-28,North,Gurugram,Eau de Parfum 100ml,Beauty,2,2090,4180,CUST-63391,App
UK-2026-104917,2026-06-10,South,Bengaluru,Air Fryer 5L,Home & Kitchen,1,5467,5467,CUST-89853,Marketplace
UK-2026-104146,2026-06-30,West,Surat,Mirrorless Camera Lite,Electronics,3,29383,88149,CUST-79076,App
UK-2026-104649,2026-06-24,North,Chandigarh,Air Fryer 5L,Home & Kitchen,,5256,10512,CUST-72731,App
UK-2026-101640,2026-03-23,West,Pune,Modern Wall Clock,Home & Kitchen,2,835,1670,CUST-32714,Website
UK-2026-101982,2026-03-12,North,Chandigarh,Badminton Racket Set,Sports,1,2413,2413,CUST-25155,Marketplace
UK-2026-100489,2026-01-13,North,Noida,Noise-Cancelling Headphones,Electronics,2,8627,,CUST-85333,Marketplace
UK-2026-103657,2026-05-15,North,Noida,Beard Grooming Kit,Beauty,1,973,973,CUST-41446,Marketplace
UK-2026-102318,2026-04-30,North,Noida,Mixer Grinder 750W,Home & Kitchen,1,3398,3398,CUST-56694,App
UK-2026-102281,2026-04-02,West,Mumbai,Slim Fit Jeans,Fashion,1,1669,1669,CUST-86986,Marketplace
UK-2026-103534,2026-05-20,East,Patna,Formal Shirt,Fashion,1,1044,1044,CUST-51209,Website
UK-2026-102386,2026-04-30,East,Guwahati,Mirrorless Camera Lite,Electronics,,28295,28295,CUST-90801,App
UK-2026-100800,2026-02-03,,Guwahati,Ultrabook Air 14,Electronics,2,30389,60778,CUST-10162,App
UK-2026-102537,2026-04-18,West,Surat,Adjustable Dumbbells 15kg,Sports,1,4960,4960,CUST-79076,App
UK-2026-100423,2026-01-07,Central,Nagpur,Robot Vacuum R7,Home & Kitchen,2,19429,38858,CUST-56917,Website
UK-2026-102298,2026-04-12,Central,Indore,Ultrabook Air 14,Electronics,1,30531,30531,CUST-23235,Marketplace
UK-2026-102756,2026-04-07,North,Chandigarh,Mirrorless Camera Lite,Electronics,1,28265,28265,CUST-53616,Website
UK-2026-100425,2026-01-08,Central,Indore,Eau de Parfum 100ml,Beauty,1,1952,1952,CUST-64325,App
UK-2026-100056,2026-01-12,West,Bombay,Robot Vacuum R7,Home & Kitchen,1,19298,19298,CUST-55160,App
UK-2026-100787,2026-02-24,East,Kolkata,Ionic Hair Dryer,Beauty,1,1938,1938,CUST-73800,App
UK-2026-100273,2026-01-30,North,Noida,Bluetooth Speaker Mini,Electronics,2,1505,3010,CUST-23574,App
UK-2026-104174,2026-06-11,West,Mumbai,Yoga Mat Pro,Sports,1,1222,1222,CUST-49002,Website
UK-2026-102333,2026-04-06,South,Kochi,Bluetooth Speaker Mini,Electronics,3,1503,4509,CUST-69265,Website
UK-2026-103309,2026-05-01,South,Hyderabad,Sunscreen SPF50,Beauty,1,569,569,CUST-32601,App
UK-2026-101645,2026-03-18,,Mumbai,Slim Fit Jeans,Fashion,1,1597,1597,CUST-98655,App
UK-2026-101268,2026-02-13,East,Kolkata,Slim Fit Jeans,Fashion,1,1635,1635,CUST-33786,Marketplace
UK-2026-102352,2026-04-01,,Ahmedabad,Power Bank 20000mAh,Electronics,2,1737,3474,CUST-17848,App
UK-2026-102369,2026-04-09,North,Noida,Leather Wallet,Fashion,1,854,854,CUST-39166,Website
UK-2026-104253,08/06/2026,North,Chandigarh,Sunscreen SPF50,Beauty,1,558,558,CUST-61089,App
UK-2026-103951,2026-05-17,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,9274,,CUST-96209,Marketplace
UK-2026-100124,2026-01-23,South,Kochi,Ultrabook Air 14,Electronics,1,30495,"₹30,495",CUST-92161,Website
UK-2026-101005,2026-02-10,North,Noida,43-inch Smart TV,Electronics,1,26743,26743,CUST-19916,App
UK-2026-101669,2026-03-03,West,Ahmedabad,Power Bank 20000mAh,Electronics,1,1882,1882,CUST-60690,App
UK-2026-102507,2026-04-24,Central,Bhopal,Noise-Cancelling Headphones,Electronics,1,8977,8977,CUST-28460,App
UK-2026-104653,2026-06-09,North,Gurugram,Power Bank 20000mAh,Electronics,1,1814,1814,CUST-74336,Website
UK-2026-101768,2026-03-23,South,Madras,Cotton Bedsheet Set,Home & Kitchen,2,1346,2692,CUST-54523,Website
UK-2026-101293,2026-02-17,Central,Bhopal,Cricket Bat English Willow,Sports,1,8851,8851,CUST-50938,App
UK-2026-104953,2026-06-24,South,Hyderabad,Smart Watch X2,Electronics,1,4723,4723,CUST-23574,App
UK-2026-104969,2026-06-12,South,Kochi,Noise-Cancelling Headphones,Electronics,1,9085,9085,CUST-23787,Marketplace
UK-2026-102406,2026-04-28,Central,Indore,Makeup Brush Set,Beauty,2,1311,2622,CUST-84497,App
UK-2026-103237,22-05-26,Central,Raipur,Badminton Racket Set,Sports,1,2391,2391,CUST-39590,App
UK-2026-102595,2026-04-25,West,Ahmedabad,Robot Vacuum R7,Home & Kitchen,1,18192,18192,CUST-68374,Website
UK-2026-101805,2026-03-04,West,Surat,Leather Wallet,Fashion,1,894,894,CUST-93092,Website
UK-2026-104910,2026-06-02,,Bhubaneswar,Ultrabook Air 14,Electronics,2,29097,58194,CUST-54399,App
UK-2026-101113,2026-02-08,North,Gurugram,Power Bank 20000mAh,Electronics,2,1865,3730,CUST-31467,Marketplace
UK-2026-100919,2026-02-11,East,Patna,Cotton Bedsheet Set,Home & Kitchen,1,1436,1436,CUST-67505,Website
UK-2026-100981,2026-02-03,South,Bengaluru,43-inch Smart TV,Electronics,1,25049,25049,CUST-33128,Website
UK-2026-100075,2026-01-06,West,Bombay,Cotton Kurta Set,Fashion,1,1333,1333,CUST-29813,App
UK-2026-104115,2026-06-23,North,Delhi,Ethnic Dupatta,Fashion,4,493,1972,CUST-63613,App
UK-2026-101538,2026-03-27,South,Chennai,Non-Stick Cookware Set,Home & Kitchen,1,2765,2765,CUST-89796,Marketplace
UK-2026-100907,2026-02-23,Central,Nagpur,Wireless Earbuds Pro   ,Electronics,1,3016,3016,CUST-11884,Website
UK-2026-104016,2026-05-23,South,Bengaluru,Smart Watch X2,Electronics,2,4520,9040,CUST-98441,App
UK-2026-104663,2026-06-01,East,Guwahati,Ethnic Dupatta,Fashion,1,512,512,CUST-85914,Website
UK-2026-104422,2026-06-01,South,Bengaluru,Foldable Treadmill T2,Sports,1,23786,23786,CUST-55477,App
UK-2026-104103,2026-06-29,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,1,3213,3213,CUST-86394,App
UK-2026-103841,2026-05-05,,Bhopal,Matte Lipstick Set,Beauty,1,858,858,CUST-98194,App
UK-2026-100208,2026-01-25,South,Kochi,Ultrabook Air 14,Electronics,1,28516,28516,CUST-92627,Website
UK-2026-100450,2026-01-07,South,Chennai,Power Bank 20000mAh,Electronics,1,1859,1859,CUST-16137,Marketplace
UK-2026-102693,2026-04-22,North,Gurugram,Electric Kettle 1.5L,Home & Kitchen,1,1067,1067,CUST-97139,Marketplace
UK-2026-102214,2026-03-11,West,Surat,Mixer Grinder 750W,Home & Kitchen,3,3268,9804,CUST-98536,Website
UK-2026-100350,2026-01-09,West,Pune,Sunscreen SPF50,Beauty,,522,1044,CUST-84647,Website
UK-2026-101895,2026-03-26,,Mumbai,Power Bank 20000mAh,Electronics,1,1841,1841,CUST-13537,Website
UK-2026-104126,2026-06-17,North,Noida,Robot Vacuum R7,Home & Kitchen,1,18432,18432,CUST-66254,App
UK-2026-101562,2026-03-29,North,Noida,Slim Fit Jeans,Fashion,2,1616,3232,CUST-75367,App
UK-2026-104443,2026-06-14,Central,Nagpur,Non-Stick Cookware Set,Home & Kitchen,1,2983,2983,CUST-95056,Marketplace
UK-2026-103415,2026-05-21,Central,Raipur,Adjustable Dumbbells 15kg,Sports,-2,5242,5242,CUST-97506,Marketplace
UK-2026-102666,2026-04-15,West,Ahmedabad,Dinner Set 24pc,Home & Kitchen,2,2445,4890,CUST-66865,Marketplace
UK-2026-100657,2026-01-19,East,Guwahati,Cotton Bedsheet Set,Home & Kitchen,1,1372,1372,CUST-95983,Website
UK-2026-101772,2026-03-31,West,Surat,Ethnic Dupatta,Fashion,2,502,1004,CUST-94902,Marketplace
UK-2026-101641,"Mar 11, 2026",East,Kolkata,Mixer Grinder 750W,Home & Kitchen,1,3157,3157,CUST-91644,App
UK-2026-101254,2026-02-23,West,Ahmedabad,Wireless Earbuds Pro,Electronics,1,2951,2951,CUST-10838,Marketplace
UK-2026-104411,2026-06-24,North,Noida,Smart Watch X2,Electronics,1,4405,4405,CUST-34492,Marketplace
UK-2026-104667,2026-06-21,West,Surat,Sunscreen SPF50,Beauty,1,548,548,CUST-33262,Website
UK-2026-100001,2026-01-19,South,Hyderabad,Yoga Mat Pro,Sports,1,1242,1242,CUST-36082,Website
UK-2026-102031,18/03/2026,North,Noida,Eau de Parfum 100ml,Beauty,1,1980,1980,CUST-76770,Website
UK-2026-101545,2026-03-12,North,Gurugram,Cotton Bedsheet Set,Home & Kitchen,1,1417,1417,CUST-68261,App
UK-2026-102819,2026-04-25,North,Noida,Dinner Set 24pc,Home & Kitchen,1,2477,2477,CUST-50936,Website
UK-2026-102606,2026-04-14,East,Guwahati,Dinner Set 24pc,Home & Kitchen,1,2582,2582,CUST-72199,Website
UK-2026-102480,01/04/2026,North,Noida,Beard Grooming Kit,Beauty,1,1041,1041,CUST-37472,Website
UK-2026-101371,2026-02-16,West,Mumbai,Eau de Parfum 100ml,Beauty,1,2065,2065,CUST-99057,Website
UK-2026-103681,2026-05-03,South,Kochi,Adjustable Dumbbells 15kg,Sports,1,5242,5242,CUST-51981,Website
